text,label,repo_name,author,timestamp,programming_language
Upgrade React from v16 to v18 to improve performance.,Release Note,user-auth,@dev_8407,28/01/2024 19:55,Rust
Resolved SQL injection vulnerability in login API.,Testing Issue,api-gateway,@dev_1848,16/01/2024 13:14,Java
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,frontend-dashboard,@dev_9051,10/01/2024 15:47,Go
Upgrade React from v16 to v18 to improve performance.,Bug Fix,backend-service,@dev_6462,7/01/2024 5:07,Java
Upgrade React from v16 to v18 to improve performance.,Testing Issue,backend-service,@dev_9404,12/01/2024 6:15,Python
Optimize the search algorithm to reduce response time by 30%.,Release Note,api-gateway,@dev_9377,1/01/2024 12:21,Go
Optimize the search algorithm to reduce response time by 30%.,Security Fix,auth-system,@dev_7067,14/01/2024 3:47,Java
Unit test for new caching strategy is failing due to race conditions.,Release Note,backend-service,@dev_1685,27/01/2024 13:37,SQL
Optimize the search algorithm to reduce response time by 30%.,Feature Request,backend-service,@dev_7533,20/01/2024 11:30,C++
Upgrade React from v16 to v18 to improve performance.,Feature Request,frontend-dashboard,@dev_5155,1/01/2024 11:32,Go
Upgrade React from v16 to v18 to improve performance.,Bug Fix,frontend-dashboard,@dev_6588,17/01/2024 14:28,Python
Add support for multi-factor authentication (MFA).,Feature Request,backend-service,@dev_1257,18/01/2024 8:36,C++
Fix memory leak in database connection pooling.,Release Note,user-auth,@dev_2313,28/01/2024 12:35,Java
Optimize the search algorithm to reduce response time by 30%.,Code Improvement,cache-layer,@dev_4300,20/01/2024 19:12,JavaScript
Fix memory leak in database connection pooling.,Security Fix,user-auth,@dev_5346,13/01/2024 20:05,Go
Add support for multi-factor authentication (MFA).,Code Improvement,backend-service,@dev_9728,14/01/2024 20:45,SQL
Unit test for new caching strategy is failing due to race conditions.,Security Fix,api-gateway,@dev_6332,18/01/2024 15:13,Java
Upgrade React from v16 to v18 to improve performance.,Testing Issue,cache-layer,@dev_2080,11/01/2024 18:34,JavaScript
Fix memory leak in database connection pooling.,Bug Fix,search-engine,@dev_3394,23/01/2024 3:41,Go
Upgrade React from v16 to v18 to improve performance.,Dependency Update,api-gateway,@dev_8733,4/01/2024 8:30,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,user-auth,@dev_8059,17/01/2024 21:45,JavaScript
Upgrade React from v16 to v18 to improve performance.,Security Fix,search-engine,@dev_1639,16/01/2024 17:46,C++
Upgrade React from v16 to v18 to improve performance.,Dependency Update,auth-system,@dev_1226,19/01/2024 23:31,SQL
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,backend-service,@dev_7693,21/01/2024 18:37,C++
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,user-auth,@dev_2703,11/01/2024 17:44,Go
Fix memory leak in database connection pooling.,Feature Request,api-gateway,@dev_3537,3/01/2024 12:15,Rust
Optimize the search algorithm to reduce response time by 30%.,Security Fix,frontend-dashboard,@dev_4900,22/01/2024 20:10,Go
Add support for multi-factor authentication (MFA).,Release Note,api-gateway,@dev_9847,13/01/2024 5:46,Java
Add support for multi-factor authentication (MFA).,Testing Issue,frontend-dashboard,@dev_9067,2/01/2024 18:53,Rust
Optimize the search algorithm to reduce response time by 30%.,Release Note,cache-layer,@dev_9460,26/01/2024 7:53,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,frontend-dashboard,@dev_8492,8/01/2024 10:28,Python
Add support for multi-factor authentication (MFA).,Code Improvement,api-gateway,@dev_4184,11/01/2024 0:20,C++
Fix memory leak in database connection pooling.,Release Note,user-auth,@dev_3626,21/01/2024 23:03,Java
Add support for multi-factor authentication (MFA).,Feature Request,api-gateway,@dev_3704,2/01/2024 3:24,Go
Resolved SQL injection vulnerability in login API.,Testing Issue,cache-layer,@dev_5490,23/01/2024 0:04,Go
Fix memory leak in database connection pooling.,Security Fix,api-gateway,@dev_2148,25/01/2024 21:27,Rust
Resolved SQL injection vulnerability in login API.,Security Fix,backend-service,@dev_9787,1/01/2024 18:37,C++
Optimize the search algorithm to reduce response time by 30%.,Release Note,api-gateway,@dev_9368,27/01/2024 21:43,JavaScript
Add support for multi-factor authentication (MFA).,Bug Fix,frontend-dashboard,@dev_6478,24/01/2024 0:43,C++
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,user-auth,@dev_6409,26/01/2024 9:50,Go
Optimize the search algorithm to reduce response time by 30%.,Feature Request,backend-service,@dev_8241,10/01/2024 14:47,SQL
Unit test for new caching strategy is failing due to race conditions.,Testing Issue,user-auth,@dev_8212,11/01/2024 19:44,JavaScript
Fix memory leak in database connection pooling.,Feature Request,search-engine,@dev_3551,12/01/2024 21:57,C++
Fix memory leak in database connection pooling.,Release Note,user-auth,@dev_1624,25/01/2024 17:14,Python
Unit test for new caching strategy is failing due to race conditions.,Security Fix,cache-layer,@dev_9510,4/01/2024 12:33,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Testing Issue,backend-service,@dev_1894,21/01/2024 16:54,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,backend-service,@dev_4815,13/01/2024 12:37,Go
Unit test for new caching strategy is failing due to race conditions.,Security Fix,api-gateway,@dev_6239,21/01/2024 0:17,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,search-engine,@dev_1534,2/01/2024 9:15,Python
Optimize the search algorithm to reduce response time by 30%.,Release Note,user-auth,@dev_8221,8/01/2024 7:37,JavaScript
Upgrade React from v16 to v18 to improve performance.,Bug Fix,search-engine,@dev_2499,26/01/2024 9:28,Python
Unit test for new caching strategy is failing due to race conditions.,Release Note,api-gateway,@dev_8733,13/01/2024 0:11,Rust
Upgrade React from v16 to v18 to improve performance.,Feature Request,backend-service,@dev_6419,1/01/2024 15:14,Python
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,frontend-dashboard,@dev_1720,29/01/2024 4:53,C++
Resolved SQL injection vulnerability in login API.,Testing Issue,api-gateway,@dev_2868,11/01/2024 12:43,Java
Resolved SQL injection vulnerability in login API.,Release Note,frontend-dashboard,@dev_8957,2/01/2024 18:11,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,user-auth,@dev_3337,24/01/2024 9:32,Rust
Fix memory leak in database connection pooling.,Code Improvement,auth-system,@dev_8727,11/01/2024 19:58,Java
Upgrade React from v16 to v18 to improve performance.,Feature Request,backend-service,@dev_3577,8/01/2024 13:51,C++
Fix memory leak in database connection pooling.,Code Improvement,user-auth,@dev_5510,11/01/2024 20:33,Java
Unit test for new caching strategy is failing due to race conditions.,Release Note,cache-layer,@dev_9491,5/01/2024 12:59,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Code Improvement,auth-system,@dev_3833,13/01/2024 17:27,Python
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,api-gateway,@dev_7582,19/01/2024 7:56,Python
Add support for multi-factor authentication (MFA).,Dependency Update,user-auth,@dev_9934,5/01/2024 7:53,Java
Unit test for new caching strategy is failing due to race conditions.,Security Fix,user-auth,@dev_4499,23/01/2024 18:38,Go
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,backend-service,@dev_9082,2/01/2024 12:33,Rust
Unit test for new caching strategy is failing due to race conditions.,Security Fix,backend-service,@dev_1100,13/01/2024 16:16,SQL
Upgrade React from v16 to v18 to improve performance.,Testing Issue,api-gateway,@dev_6006,30/01/2024 13:15,Rust
Unit test for new caching strategy is failing due to race conditions.,Dependency Update,search-engine,@dev_4512,4/01/2024 9:40,SQL
Resolved SQL injection vulnerability in login API.,Dependency Update,user-auth,@dev_8861,14/01/2024 0:20,Rust
Add support for multi-factor authentication (MFA).,Feature Request,search-engine,@dev_3303,24/01/2024 22:37,Java
Resolved SQL injection vulnerability in login API.,Code Improvement,cache-layer,@dev_8186,28/01/2024 20:19,Java
Unit test for new caching strategy is failing due to race conditions.,Bug Fix,cache-layer,@dev_8420,9/01/2024 1:25,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Code Improvement,cache-layer,@dev_8755,27/01/2024 4:52,SQL
Resolved SQL injection vulnerability in login API.,Security Fix,frontend-dashboard,@dev_9197,3/01/2024 16:12,SQL
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,frontend-dashboard,@dev_1038,6/01/2024 10:49,Java
Unit test for new caching strategy is failing due to race conditions.,Code Improvement,auth-system,@dev_1903,18/01/2024 0:22,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Code Improvement,backend-service,@dev_6723,14/01/2024 23:26,Rust
Unit test for new caching strategy is failing due to race conditions.,Code Improvement,backend-service,@dev_2201,21/01/2024 14:07,Python
Optimize the search algorithm to reduce response time by 30%.,Code Improvement,frontend-dashboard,@dev_7002,19/01/2024 20:17,Go
Fix memory leak in database connection pooling.,Bug Fix,search-engine,@dev_2625,27/01/2024 10:05,C++
Add support for multi-factor authentication (MFA).,Security Fix,frontend-dashboard,@dev_2642,18/01/2024 17:14,Go
Fix memory leak in database connection pooling.,Testing Issue,user-auth,@dev_2448,25/01/2024 6:12,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Release Note,backend-service,@dev_2514,19/01/2024 20:05,C++
Resolved SQL injection vulnerability in login API.,Release Note,search-engine,@dev_6957,7/01/2024 4:50,Go
Fix memory leak in database connection pooling.,Bug Fix,user-auth,@dev_1188,16/01/2024 2:49,Rust
Unit test for new caching strategy is failing due to race conditions.,Security Fix,cache-layer,@dev_1221,23/01/2024 0:06,C++
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,cache-layer,@dev_7269,4/01/2024 15:24,JavaScript
Optimize the search algorithm to reduce response time by 30%.,Feature Request,backend-service,@dev_8545,5/01/2024 6:33,Rust
Unit test for new caching strategy is failing due to race conditions.,Bug Fix,backend-service,@dev_3383,11/01/2024 15:24,Go
Add support for multi-factor authentication (MFA).,Feature Request,search-engine,@dev_2918,2/01/2024 13:15,Go
Add support for multi-factor authentication (MFA).,Security Fix,auth-system,@dev_4295,16/01/2024 15:07,Java
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,auth-system,@dev_3922,21/01/2024 16:08,JavaScript
Fix memory leak in database connection pooling.,Code Improvement,auth-system,@dev_1385,24/01/2024 16:30,Java
Fix memory leak in database connection pooling.,Code Improvement,backend-service,@dev_1878,13/01/2024 22:17,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Feature Request,cache-layer,@dev_4950,16/01/2024 11:51,Go
Resolved SQL injection vulnerability in login API.,Code Improvement,cache-layer,@dev_2894,8/01/2024 7:37,SQL
Resolved SQL injection vulnerability in login API.,Testing Issue,cache-layer,@dev_4596,8/01/2024 23:20,Rust
Fix memory leak in database connection pooling.,Feature Request,search-engine,@dev_5775,26/01/2024 7:04,Rust
Optimize the search algorithm to reduce response time by 30%.,Feature Request,search-engine,@dev_9023,14/01/2024 0:35,Go
Unit test for new caching strategy is failing due to race conditions.,Code Improvement,frontend-dashboard,@dev_6866,1/01/2024 2:10,Java
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,cache-layer,@dev_3322,18/01/2024 19:35,Rust
Upgrade React from v16 to v18 to improve performance.,Testing Issue,search-engine,@dev_1962,13/01/2024 6:34,SQL
Fix memory leak in database connection pooling.,Code Improvement,frontend-dashboard,@dev_4437,19/01/2024 12:47,Go
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,auth-system,@dev_1646,22/01/2024 16:33,Rust
Resolved SQL injection vulnerability in login API.,Bug Fix,search-engine,@dev_8280,9/01/2024 11:31,JavaScript
Add support for multi-factor authentication (MFA).,Feature Request,api-gateway,@dev_5541,26/01/2024 21:42,Python
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Testing Issue,search-engine,@dev_9105,28/01/2024 11:17,Python
Add support for multi-factor authentication (MFA).,Testing Issue,api-gateway,@dev_4137,26/01/2024 1:09,Java
Add support for multi-factor authentication (MFA).,Bug Fix,auth-system,@dev_2700,26/01/2024 10:03,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Release Note,user-auth,@dev_2886,23/01/2024 10:51,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Release Note,api-gateway,@dev_5955,23/01/2024 16:07,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Release Note,backend-service,@dev_8770,15/01/2024 6:33,JavaScript
Add support for multi-factor authentication (MFA).,Testing Issue,api-gateway,@dev_8927,30/01/2024 1:26,Go
Fix memory leak in database connection pooling.,Testing Issue,cache-layer,@dev_4694,16/01/2024 12:53,SQL
Fix memory leak in database connection pooling.,Dependency Update,auth-system,@dev_1364,5/01/2024 6:03,SQL
Unit test for new caching strategy is failing due to race conditions.,Feature Request,backend-service,@dev_1849,19/01/2024 8:16,Java
Fix memory leak in database connection pooling.,Feature Request,auth-system,@dev_6222,16/01/2024 4:39,Go
Upgrade React from v16 to v18 to improve performance.,Testing Issue,auth-system,@dev_8837,19/01/2024 9:29,Go
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,api-gateway,@dev_9737,26/01/2024 18:07,Java
Add support for multi-factor authentication (MFA).,Code Improvement,search-engine,@dev_5444,16/01/2024 1:48,JavaScript
Upgrade React from v16 to v18 to improve performance.,Testing Issue,cache-layer,@dev_6458,22/01/2024 5:01,Rust
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,search-engine,@dev_5954,28/01/2024 13:33,SQL
Add support for multi-factor authentication (MFA).,Security Fix,auth-system,@dev_2481,9/01/2024 10:22,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,cache-layer,@dev_7556,19/01/2024 20:06,Go
Unit test for new caching strategy is failing due to race conditions.,Code Improvement,frontend-dashboard,@dev_6231,15/01/2024 0:04,Python
Fix memory leak in database connection pooling.,Bug Fix,frontend-dashboard,@dev_1055,25/01/2024 16:48,Go
Unit test for new caching strategy is failing due to race conditions.,Release Note,api-gateway,@dev_6085,3/01/2024 16:30,Rust
